ad_id,xyz_campaign_id,fb_campaign_id,age,gender,interest,Impressions,Clicks,Spent,Total_Conversion,Approved_Conversion,CTR,CPC,CPM,CPA
735151,936,108811,40-44,F,28,926,0,0.0,1,0,0.0,0.0,0.0,0.0
735184,936,108817,40-44,F,63,4412,1,1.450000048,1,0,0.00022665457842248413,1.450000048,0.32864914959202174,1.450000048
735189,936,108818,40-44,F,64,9965,3,4.050000072,1,0,0.00030105368790767686,1.3500000239999999,0.4064224859006522,4.050000072
735213,936,108822,45-49,F,10,73634,23,32.97999978,1,0,0.0003123557052448597,1.4339130339130435,0.44789091696770517,32.97999978
735220,936,108823,45-49,F,15,69708,20,31.28999949,1,0,0.0002869111149365926,1.5644999745,0.4488724320020657,31.28999949
735242,936,108826,45-49,F,19,530,0,0.0,1,0,0.0,0.0,0.0,0.0
735247,936,108827,45-49,F,20,14257,6,8.789999962,1,0,0.00042084590025952165,1.4649999936666667,0.6165392412148417,8.789999962
735289,936,108834,45-49,F,27,20362,5,9.119999886,1,1,0.0002455554464198016,1.8239999772000002,0.44789312867105396,9.119999886
735290,936,108834,45-49,F,27,12215,4,6.26000011,1,0,0.0003274662300450266,1.5650000275,0.512484659025788,6.26000011
735298,936,108836,45-49,F,29,85412,28,38.63999999,2,1,0.0003278227883669742,1.3799999996428571,0.4523954478293448,38.63999999
736869,936,109448,30-34,M,2,2338,1,0.239999995,1,0,0.000427715996578272,0.239999995,0.1026518370402053,0.239999995
736890,936,109451,30-34,M,15,2522,0,0.0,1,0,0.0,0.0,0.0,0.0
736893,936,109452,30-34,M,16,3587,0,0.0,1,0,0.0,0.0,0.0,0.0
736977,936,109470,30-34,M,27,1273,0,0.0,1,0,0.0,0.0,0.0,0.0
736988,936,109472,30-34,M,28,3891,1,1.090000033,1,0,0.00025700334104343357,1.090000033,0.2801336502184528,1.090000033
736995,936,109473,30-34,M,29,1888,0,0.0,1,0,0.0,0.0,0.0,0.0
736997,936,109473,30-34,M,29,1895,0,0.0,1,0,0.0,0.0,0.0,0.0
737097,936,109498,35-39,M,7,715,0,0.0,1,0,0.0,0.0,0.0,0.0
737130,936,109507,35-39,M,16,11199,2,2.680000067,1,0,0.0001785873738726672,1.3400000335,0.23930708697205108,2.680000067
737320,936,109553,35-39,M,63,5676,2,3.00999999,1,0,0.00035236081747709656,1.504999995,0.5303030285412262,3.00999999
737375,936,109565,40-44,M,10,1415,0,0.0,1,0,0.0,0.0,0.0,0.0
737524,936,109601,40-44,M,30,2148,1,1.580000043,1,1,0.0004655493482309125,1.580000043,0.7355679902234636,1.580000043
737644,936,109629,45-49,M,16,45401,10,14.06000042,1,0,0.00022025946565053632,1.406000042,0.3096848179555516,14.06000042
737657,936,109633,45-49,M,18,7478,2,2.900000095,1,1,0.0002674511901577962,1.4500000475,0.3878042384327361,2.900000095
737658,936,109633,45-49,M,18,4919,1,1.590000033,1,0,0.00020329335230737954,1.590000033,0.3232364368774141,1.590000033
737674,936,109637,45-49,M,20,533,0,0.0,1,1,0.0,0.0,0.0,0.0
737766,936,109659,45-49,M,29,1447,0,0.0,1,1,0.0,0.0,0.0,0.0
737896,936,109689,30-34,F,16,17553,3,4.590000153,1,0,0.00017091095539224064,1.530000051,0.2614937704665869,4.590000153
737931,936,109698,30-34,F,20,3343,1,0.540000021,1,0,0.0002991325157044571,0.540000021,0.16153156476218963,0.540000021
737961,936,109706,30-34,F,23,523,0,0.0,1,0,0.0,0.0,0.0,0.0
737995,936,109714,30-34,F,26,1873,0,0.0,1,0,0.0,0.0,0.0,0.0
738006,936,109717,30-34,F,27,34740,7,13.41000009,1,1,0.00020149683362118595,1.9157142985714286,0.38601036528497407,13.41000009
738067,936,109731,30-34,F,32,658,0,0.0,1,0,0.0,0.0,0.0,0.0
738098,936,109738,30-34,F,64,1539,0,0.0,1,0,0.0,0.0,0.0,0.0
738307,936,109788,35-39,F,31,3010,1,0.860000014,1,1,0.0003322259136212625,0.860000014,0.2857142903654485,0.860000014
738389,936,109808,40-44,F,10,27081,9,10.77000046,1,1,0.00033233632436025255,1.1966667177777779,0.3976958184705144,10.77000046
738408,936,109813,40-44,F,16,20233,4,5.590000153,3,0,0.00019769683190826867,1.39750003825,0.2762813301537093,5.590000153
738413,936,109813,40-44,F,16,147159,36,58.16000044,3,1,0.00024463335575805763,1.6155555677777778,0.3952187799590919,58.16000044
738423,936,109816,40-44,F,18,21664,7,10.61999977,1,1,0.00032311669128508124,1.5171428242857143,0.49021416959010333,10.61999977
738436,936,109820,40-44,F,19,9112,4,5.460000038,1,1,0.0004389815627743635,1.3650000095,0.599209837357331,5.460000038
738463,936,109826,40-44,F,21,542,0,0.0,1,0,0.0,0.0,0.0,0.0
738528,936,109839,40-44,F,30,402,0,0.0,1,1,0.0,0.0,0.0,0.0
738560,936,109844,40-44,F,64,1338,0,0.0,1,0,0.0,0.0,0.0,0.0
738582,936,109848,45-49,F,10,46150,15,20.17999983,1,1,0.0003250270855904659,1.3453333219999999,0.43726976879739976,20.17999983
738592,936,109850,45-49,F,16,493821,116,176.3799977,4,1,0.0002349029304140569,1.520517221551724,0.3571739510875398,176.3799977
738593,936,109850,45-49,F,16,92011,27,34.39000046,2,1,0.00029344317527252176,1.273703720740741,0.37375966417058837,34.39000046
738598,936,109851,45-49,F,18,12956,4,5.49000001,1,1,0.00030873726458783575,1.3725000025,0.42374189641864773,5.49000001
738606,936,109852,45-49,F,19,529,0,0.0,1,0,0.0,0.0,0.0,0.0
738637,936,109857,45-49,F,24,944,1,1.419999957,1,0,0.001059322033898305,1.419999957,1.5042372425847457,1.419999957
738648,936,109859,45-49,F,26,111090,38,51.97000027,5,1,0.0003420649923485462,1.3676315860526316,0.46781888801872357,51.97000027
747212,936,110836,30-34,M,10,7208,2,3.190000057,1,0,0.0002774694783573807,1.5950000285,0.4425638258879024,3.190000057
747213,936,110836,30-34,M,10,1746,0,0.0,1,0,0.0,0.0,0.0,0.0
747220,936,110837,30-34,M,15,2474,0,0.0,2,2,0.0,0.0,0.0,0.0
747222,936,110838,30-34,M,16,12489,2,1.960000038,1,0,0.00016014092401313155,0.980000019,0.15693810857554646,1.960000038
747223,936,110838,30-34,M,16,8032,1,0.600000024,2,0,0.0001245019920318725,0.600000024,0.07470119820717132,0.600000024
747248,936,110842,30-34,M,21,472,0,0.0,1,1,0.0,0.0,0.0,0.0
747332,936,110856,30-34,M,64,792,0,0.0,1,1,0.0,0.0,0.0,0.0
747362,936,110861,35-39,M,15,4607,1,1.149999976,1,1,0.00021706099413935315,1.149999976,0.24962013805079225,1.149999976
747369,936,110862,35-39,M,16,13355,2,3.180000067,1,1,0.00014975664545114188,1.5900000335,0.23811307128416323,3.180000067
747370,936,110862,35-39,M,16,2936,0,0.0,1,0,0.0,0.0,0.0,0.0
747401,936,110867,35-39,M,22,2793,1,0.980000019,1,1,0.00035803795202291446,0.980000019,0.35087719978517723,0.980000019
747435,936,110873,35-39,M,28,1032,0,0.0,1,0,0.0,0.0,0.0,0.0
747439,936,110874,35-39,M,29,1662,0,0.0,1,1,0.0,0.0,0.0,0.0
747489,936,110882,40-44,M,2,4016,2,1.480000049,1,1,0.00049800796812749,0.7400000245,0.36852590861553786,1.480000049
747514,936,110886,40-44,M,16,14843,3,2.939999938,1,1,0.0002021154753082261,0.9799999793333334,0.19807316162500843,2.939999938
747645,936,110908,45-49,M,10,9674,3,4.600000024,1,1,0.0003101095720487906,1.5333333413333332,0.47550134628902213,4.600000024
747659,936,110910,45-49,M,16,12186,2,2.669999957,1,0,0.00016412276382734285,1.3349999785,0.2191038861808633,2.669999957
747675,936,110913,45-49,M,20,673,0,0.0,1,0,0.0,0.0,0.0,0.0
747678,936,110914,45-49,M,21,370,0,0.0,1,1,0.0,0.0,0.0,0.0
747712,936,110919,45-49,M,26,450,0,0.0,1,1,0.0,0.0,0.0,0.0
747790,936,110932,30-34,F,10,2077,0,0.0,1,1,0.0,0.0,0.0,0.0
747791,936,110932,30-34,F,10,31393,8,10.96000051,1,1,0.00025483388016436787,1.37000006375,0.3491224320708438,10.96000051
747795,936,110933,30-34,F,15,8410,2,2.359999895,1,1,0.00023781212841854935,1.1799999475,0.28061829904875146,2.359999895
747798,936,110934,30-34,F,16,25884,5,7.350000143,1,0,0.00019316952557564519,1.4700000286,0.28395920812084685,7.350000143
747824,936,110938,30-34,F,21,608,0,0.0,1,1,0.0,0.0,0.0,0.0
747828,936,110939,30-34,F,22,28488,10,9.340000033,1,0,0.00035102499297950013,0.9340000033000001,0.32785734460123567,9.340000033
747852,936,110943,30-34,F,26,10126,3,4.619999886,1,0,0.0002962670353545329,1.5399999619999998,0.45625122318783323,4.619999886
747859,936,110944,30-34,F,27,22572,5,8.5,1,0,0.00022151337940811626,1.7,0.37657274499379767,8.5
747863,936,110944,30-34,F,27,1955,0,0.0,1,1,0.0,0.0,0.0,0.0
747879,936,110947,30-34,F,30,493,0,0.0,1,0,0.0,0.0,0.0,0.0
747903,936,110951,30-34,F,63,1491,0,0.0,1,1,0.0,0.0,0.0,0.0
747911,936,110952,30-34,F,64,1495,0,0.0,1,1,0.0,0.0,0.0,0.0
747968,936,110962,35-39,F,21,512,0,0.0,0,0,0.0,0.0,0.0,0.0
747991,936,110966,35-39,F,25,4868,2,2.420000076,1,0,0.0004108463434675431,1.210000038,0.4971240912078883,2.420000076
748000,936,110967,35-39,F,26,6585,2,2.950000048,1,0,0.00030372057706909645,1.475000024,0.4479878584662111,2.950000048
748007,936,110968,35-39,F,27,10164,2,3.720000029,1,1,0.0001967729240456513,1.8600000145,0.3659976415781188,3.720000029
748014,936,110970,35-39,F,29,11182,4,4.449999809,1,0,0.0003577177606868181,1.11249995225,0.3979609916830621,4.449999809
748045,936,110975,35-39,F,63,1238,0,0.0,1,0,0.0,0.0,0.0,0.0
748086,936,110982,40-44,F,16,34127,8,13.07000017,1,0,0.00023441849561930435,1.63375002125,0.38298122219943154,13.07000017
748087,936,110982,40-44,F,16,29466,7,10.84999967,2,0,0.0002375619357904025,1.5499999528571429,0.3682209892757755,10.84999967
748089,936,110982,40-44,F,16,38759,9,10.84999967,1,0,0.00023220413323357157,1.205555518888889,0.27993497432854303,10.84999967
748091,936,110982,40-44,F,16,41720,10,12.06000006,1,1,0.00023969319271332693,1.206000006,0.2890699918504315,12.06000006
748225,936,111005,45-49,F,15,18602,5,8.860000134,1,0,0.00026878830233308245,1.7720000268,0.47629287893774863,8.860000134
748230,936,111006,45-49,F,16,83929,21,27.72999954,4,1,0.00025021148828176194,1.3204761685714286,0.33039830737885595,27.72999954
748231,936,111006,45-49,F,16,25194,6,7.349999905,1,0,0.00023815194093831864,1.2249999841666666,0.29173612387870124,7.349999905
748233,936,111006,45-49,F,16,78627,19,26.53000045,1,0,0.000241647271293576,1.3963158131578948,0.33741590611367595,26.53000045
748235,936,111006,45-49,F,16,102695,25,39.42999983,3,0,0.00024343931057987245,1.5771999932,0.3839524789911875,39.42999983
748294,936,111016,45-49,F,27,82827,24,47.93000031,3,0,0.00028976058531638235,1.99708334625,0.5786760393349994,47.93000031
748295,936,111016,45-49,F,27,9240,3,6.039999962,1,0,0.0003246753246753247,2.0133333206666664,0.6536796495670996,6.039999962
748303,936,111018,45-49,F,29,7706,2,2.369999886,1,0,0.0002595380223202699,1.184999943,0.3075525416558526,2.369999886
748314,936,111020,45-49,F,31,7821,4,6.340000153,1,1,0.000511443549418233,1.58500003825,0.810638045390615,6.340000153
748341,936,111024,45-49,F,64,1363,0,0.0,1,1,0.0,0.0,0.0,0.0
776318,936,115484,45-49,F,15,3569,0,0.0,1,1,0.0,0.0,0.0,0.0
776322,936,115485,45-49,F,16,119063,34,53.21999949,1,0,0.0002855631052468021,1.5652941026470588,0.44699024457640074,53.21999949
776323,936,115485,45-49,F,16,99078,23,35.79999948,2,0,0.00023214033387835846,1.556521716521739,0.36133147096227214,35.79999948
776325,936,115485,45-49,F,16,452398,114,180.2200012,1,0,0.00025199050393679903,1.5808772035087721,0.398366043174373,180.2200012
776334,936,115487,45-49,F,10,191223,48,76.41000056,1,0,0.00025101582968575954,1.5918750116666667,0.3995858268095365,76.41000056
776336,936,115487,45-49,F,10,22216,6,9.549999952,1,0,0.0002700756211739287,1.5916666586666668,0.4298703615412316,9.549999952
776338,936,115487,45-49,F,10,48291,11,18.01999998,1,0,0.00022778571576484232,1.6381818163636366,0.3731544175933404,18.01999998
776353,936,115490,40-44,F,63,27559,8,13.37,1,0,0.000290286294858304,1.67125,0.48514097028194053,13.37
776373,936,115493,45-49,F,25,10194,4,4.590000033,2,1,0.00039238767902687857,1.14750000825,0.45026486492054146,4.590000033
776383,936,115495,45-49,F,23,1168,0,0.0,1,1,0.0,0.0,0.0,0.0
776405,936,115498,45-49,F,21,40126,16,25.86000001,1,0,0.0003987439565369087,1.616250000625,0.6444699200019937,25.86000001
776416,936,115500,45-49,F,19,3659,1,0.49000001,1,1,0.00027329871549603714,0.49000001,0.13391637332604536,0.49000001
776430,936,115503,30-34,M,10,3200,0,0.0,1,0,0.0,0.0,0.0,0.0
776464,936,115508,45-49,F,29,7550,1,1.679999948,1,1,0.00013245033112582781,1.679999948,0.2225165494039735,1.679999948
776469,936,115509,45-49,F,28,45397,15,25.41999936,1,1,0.0003304183095799282,1.694666624,0.5599488812036036,25.41999936
776473,936,115510,30-34,M,16,23086,2,3.310000062,1,1,8.663259118080222e-05,1.655000031,0.143376941089838,3.310000062
776475,936,115510,30-34,M,16,16425,1,1.549999952,1,0,6.0882800608828e-05,1.549999952,0.09436833802130898,1.549999952
776476,936,115510,30-34,M,16,43756,5,5.439999938,0,0,0.00011427004296553616,1.0879999876,0.12432580532955481,5.439999938
776477,936,115510,30-34,M,16,9982,0,0.0,1,0,0.0,0.0,0.0,0.0
776489,936,115512,45-49,F,26,175389,55,81.60999787,1,0,0.00031358865151178236,1.4838181430909092,0.4653085305805951,81.60999787
776494,936,115513,30-34,M,15,7015,0,0.0,1,0,0.0,0.0,0.0,0.0
776515,936,115517,45-49,F,65,12706,3,4.98999989,1,1,0.00023610892491736187,1.6633332966666667,0.392727836455218,4.98999989
776519,936,115517,45-49,F,65,70702,20,31.7099998,1,0,0.00028287742920992336,1.58549999,0.4485021611835592,31.7099998
776533,936,115520,45-49,F,63,63927,16,25.52000046,2,0,0.00025028548187776685,1.59500002875,0.39920535079074565,25.52000046
776534,936,115520,45-49,F,63,15105,3,4.25999999,1,0,0.00019860973187686197,1.4199999966666665,0.28202581860311154,4.25999999
776538,936,115521,30-34,F,15,8774,1,1.830000043,1,0,0.00011397310234784591,1.830000043,0.20857078219740144,1.830000043
776551,936,115523,30-34,F,16,14459,1,1.389999986,1,0,6.916107614634484e-05,1.389999986,0.09613389487516427,1.389999986
776552,936,115523,30-34,F,16,21596,2,2.809999943,1,0,9.260974254491573e-05,1.4049999715,0.1301166856362289,2.809999943
776553,936,115523,30-34,F,16,66765,8,11.04999971,1,0,0.00011982326069048154,1.38124996375,0.16550587448513443,11.04999971
776563,936,115525,30-34,F,7,1369,0,0.0,1,1,0.0,0.0,0.0,0.0
776579,936,115527,30-34,F,10,26910,5,7.229999781,1,0,0.0001858045336306206,1.4459999562,0.2686733474916388,7.229999781
776603,936,115531,30-34,F,2,506,0,0.0,1,0,0.0,0.0,0.0,0.0
776615,936,115533,45-49,M,63,11988,3,4.269999862,1,0,0.00025025025025025025,1.4233332873333333,0.356189511344678,4.269999862
776623,936,115535,45-49,M,64,19353,6,9.4799999,1,1,0.0003100294527980158,1.5799999833333331,0.48984653025370745,9.4799999
776631,936,115536,40-44,M,29,10960,2,2.890000105,1,0,0.0001824817518248175,1.4450000525,0.26368614096715326,2.890000105
776643,936,115538,30-34,M,15,33491,6,10.56999969,2,1,0.00017915260816338719,1.761666615,0.31560716879161566,10.56999969
776644,936,115538,30-34,M,15,20083,2,3.200000048,2,1,9.958671513220136e-05,1.600000024,0.15933874660160335,3.200000048
776659,936,115541,30-34,M,16,8817,0,0.0,1,1,0.0,0.0,0.0,0.0
776661,936,115541,30-34,M,16,15466,1,0.970000029,1,0,6.46579593948015e-05,0.970000029,0.06271822248803828,0.970000029
776662,936,115541,30-34,M,16,27072,3,4.370000005,1,0,0.00011081560283687943,1.4566666683333331,0.16142139498374705,4.370000005
776663,936,115541,30-34,M,16,15753,1,0.569999993,1,1,6.347997206881229e-05,0.569999993,0.0361835836348632,0.569999993
